content,label
tum logo ko swapndosh ki bimari h isme kisi ki problem ni h| tukde to ho gye ab kya chah rhe ho   ho,NAG
i have a very strong feeling that jadhav had already been tortured & killed in pak jail,OAG
i remembered the scene in  omg |where paresh rawal describe the same scene as this news,NAG
bot on fire :blue_heart: powered by :blue_heart: md adnan :blue_heart: self site <  faxt|tk <  site by :green_heart: usama ahmad :green_heart:,NAG
this guy does not know previous sp govt n its leaders r full of goons|idiot,OAG
ab iski aukaat hi kya rah gayi hai ki  bjp  waale inki chinta may duble hon|bus media abhi bhi inko cover kar raha hai,OAG
no other state has developed as karnataka|check the number of companies that are opening their over seas branch in blore| qatar airways  also starting local airline with base as blore|siddu has got dreams to blore in his sleep,NAG
also using the same while free schedule found phone calling very poor performance and little bit disappounted|its not understood living in ahmedabad gets such annoying experience then wt abt small places or towns,OAG
united nations declare hafeed syeed a terririst osama was killed on ur soil malala was atacked by ur terrorists u support terrorist all fake|lol,OAG
tell you one thing your succession is after your boss resignation|am i correct or wrong,NAG
"why he is scolding her who gives right to  mla  to shout like this on sp of city|she was only doing her duty according to law|if there is something legal according to law then it ' s police duty to stop that "" dharna "" police do not work according to public sentiment it work only according to law|if this  mla  is really worried about liquor then why ruling party is not putting ban on liquor",CAG
well way to go for patriarchalism|we dont need a reason for a war or battle|we just need to be oblivious|it will happen on its own,NAG
drona goswami did u forget gulf states,CAG
happy|i hate this corruption & modi said he would remove it but will fail|that is what i meant|the politicians & officials are corrupt to the corr|all of us suffer|demomonetizatio will do nothing against it,NAG
true china do not need militants|the ace product of this terrorist state,NAG
will get z cover like salwari baba and national award like baldy kher and rajya sabha seat like z owner thug|keep thugging for mire and licking  rss  shoes,OAG
pakistan was involved in duplication of indian currency they were sending these fake currency in india to few traitors and now those traitors are feeling ripped off from their possessions most of them are hiding behind our poor people and saying gareebo ko maar diya but actually these traitors are dying  saluteto pm ,CAG
that ' s good i welcome  gst  people have to be paid tax and so tax money spent on indian economy :grinning_face:,NAG
plz look into education problem that rural children ' s are facing,CAG
then start resolving kashmir issue,CAG
they were muslims and they were not stealing cows but you extremism has killed both of them|such a terror country who owned himself as a democrat but infact they are extremist|such a shame,OAG
 karanjohar  better look at it,NAG
the  u s  government of donald trump will do nothing,OAG
yàar my ears r bleeding stop this :expressionless_face: get the bike on stage,CAG
if true this is what india needs|innovative and creative| not  whining ranting complaining and self destructive paranoid comments,NAG
we dont disturb everyday,OAG
there is no comparison with re|it ' s baap of all bike ' s,NAG
paid media +  rss  +  bjp  + anna v / s imaandaar kejriwaal,NAG
sonu is right|muslims believe in nirakar philosophy|then y they build mosque with loud speakers|they can do worship allah at home,CAG
on the occasion of international women ' s day|i congratulate to all women of the world and wish them a very happy|healthy|progressive and bright future|let we all respect the women for their key role in the society as well as their directly and indirectly contribution for overall developments of the nation|happy women ' s day|feel the power of naari shakti,NAG
menakji when the entire police force and security forces are deployed to protect the political class|there is scarcely any police force left for the protection of citizens hence crime rate is bound to raise|this is simple logic,CAG
shame on shiv sena|he should have been thrown out of party,OAG
"where is  "" chest and his andh bhakts will they take serious actions r they will do kadi ninda :angry_face: :angry_face: :angry_face:",CAG
mr modi sorry to say u r forgetting that u r giving birth to a new crime in money gamble only a month has passed already there are so many raid have been done in new currency forget the old currency,CAG
jay hind pakistan me jabrdast hamla kare hmari sena jbab dena jaruri h,CAG
doucett black|your atheism is out of place in this christian nation in which you live|before wasting time dredging up the whole “ separation of church and state ” fallacy|consider the words of james madison|the father of our constitution : ” we have staked the whole of all our political institutions upon the capacity of mankind for self - government|upon the capacity of each and all of us to govern ourselves|to control ourselves|to sustain ourselves according to the ten commandments of god|” the man who authored our constitution did not leave any room for doubt about governing ourselves according to the ten commandments of god|the congressional records further christianity as the established religion of these united states of america : the process of drafting the first amendment made the intent of the founders abundantly clear|for before they approved the final wording|the first amendment went through nearly a dozen different iterations and extensive discussions|“ we do not want in america what we had in great britain : we don ’ t want one denomination running the nation|we will not all be catholics|or anglicans|or any other single denomination|we do want god ’ s principles|but we don ’ t want one denomination running the nation|” this intent was well understood|as evidenced by court rulings after the first amendment|in  the court declared|“ by our form of government|the christian religion is the established religion|and all sects and denominations of christians are placed on the same equal footing|” the u|s|almanac|while a respected publication|does not constitute the ultimate authority|our founding fathers|speaking through the u|s|constitution|hold such authority|their position on the topics at hand is indeed upheld by the supreme law of the land|as evidenced by the u|s|supreme court|perhaps it is you who is “ stupid ” and needs to educate yourself,OAG
